command,text,name,focus,image,name2,jp_text,jp_name
header,,,,,,,
stopmusic,,,,,,,
delay,,,,,,,
dialog,,,,,,,
playmusic,,,,,,,
dialog,,,,,,,
character,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
background,,,,bg_iceforest_2,,,
blocker,,,,,,,
delay,,,,,,,
,晖洁：,,,,,輝潔：,
,我不知道我还要走多远。,,,,,私はまだどれだけ歩かなければならないのか分かりません。,
,我偶尔会听见冬羽们清脆的叫声，那代表什么？是不是说春天快来了？,,,,,時々冬の羽の澄んだ鳴き声が聞こえますが、それは何を意味しているのでしょうか？春がもうすぐ来ると言っているのでしょうか？,
,虽然还是很冷，但天气转暖的日子应该不远了。,,,,,まだ寒いですが、暖かくなる日はもう遠くありません。,
,经过三个星期，我们终于又找到了两个愿意和感染者交换物资的村庄。,,,,,三週間経って、ようやく感染者と物資を交換してくれる二つの村を見つけました。,
,在离他们几公里外的废弃聚居地，我们扎了营，那有不少燃料，能让我们支撑一段时间。,,,,,彼らから数キロ離れた廃墟の集落にキャンプを張りました。そこには燃料がたくさんあり、しばらく持ちこたえられます。,
,树根实在不好吃。不想再听老爷子说什么“很有营养”之类了。,,,,,木の根は本当にまずいです。おじいさんの「とても栄養がある」とかいう話はもう聞きたくないです。,
,12月7日,,,,,12月7日,
dialog,,,,,,,
delay,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
,这条路通向什么地方，我是清楚的。,,,,,この道がどこに続いているのか、私は分かっています。,
,那个终点我们必须走到，就算我走不到，叶莲娜，阿丽娜，还有伊诺他们......也应该能走到。,,,,,あの終着点には必ずたどり着かなければなりません。私がたどり着けなくても、イェレナ、アリーナ、そしてイーノたちもたどり着くはずです。,
,只是我们脚下的路，实在太不分明了。,,,,,ただ、私たちの足元の道はあまりにも不明瞭です。,
,他们会拒绝我们吗？我们不能给他们太多幻想。,,,,,彼らは私たちを拒絶するでしょうか？私たちは彼らにあまり多くの幻想を抱かせてはいけません。,
,许一个没法兑现的诺言是种坏事，乌萨斯帝国对面包和被褥的许诺，只是掩盖了他们的暴行与谎言。欺骗就是另一种统治的开始。,,,,,叶えられない約束をするのは悪いことです。ウサス帝国がパンと布団を約束したのは、彼らの暴行と嘘を覆い隠すためだけでした。欺瞞はまた別の支配の始まりです。,
,他们会厌恶我们吗？很可能。如果不是因为北原上的人民过得都很苦，很多人看见感染者就会向纠察队举报。,,,,,彼らは私たちを嫌うでしょうか？おそらくそうです。もし北原の人々がみんな苦しい生活をしていなければ、多くの人が感染者を見れば監視隊に通報していたでしょう。,
,这种恶意可能是来自他们对于自己处境的担忧......,,,,,こうした悪意は彼ら自身の置かれている状況への不安から来ているのかもしれません……。,
,我和博卓卡斯替不一样。我们要防范这些，但这绝对不会是什么他们“骨子里的东西”。,,,,,私とボドカスとは違います。私たちはこれらに気をつけなければなりませんが、それは決して彼らの「骨の髄からのもの」ではありません。,
,我们不能因为这些趋利避害的行为就去恨他们。绝对不可以。,,,,,私たちはこうした利己的な行動のせいで彼らを憎んではいけません。絶対にいけません。,
,他们会伤害我们吗？这我就不太清楚了。我也许不能考虑太多......,,,,,彼らが私たちを傷つけるだろうか？それはよくわかりません。あまり考えすぎてはいけないのかもしれません……。,
,不管怎么说......我认为，许多人是被逼着变成那样的。,,,,,ともかく……多くの人はそうなることを強いられているのだと思います。,
,如果有阿丽娜那样的老师在，有我们的队伍在，有感染者和普通人的和平共处在......他们会被改变。,,,,,アリーナのような教師がいて、私たちの隊がいて、感染者と普通の人が平和に共存していれば……彼らは変わるでしょう。,
,许多人只是被乌萨斯灌注了太多被歪曲过的观念而已。我们可以帮助他们，知识能够改变人的想法。,,,,,多くの人はただウサスに歪められた考え方を植え付けられているだけです。私たちは彼らを助けられます。知識は人の考えを変えられます。,
,只不过，这真的很难。即使我相信......在行动中贯彻一种有力的信念，让真相为所有人接受，这本应是最基本的。,,,,,ですが、それは本当に難しいことです。私が信じていても……行動の中に強い信念を貫き、真実をすべての人に受け入れさせること、それが本来の基本であるはずです。,
,【上面的话语都被划去了。当然，信件从来没被寄出去过。】,,,,,【上記の言葉はすべて消されています。もちろん、この手紙は一度も送られたことがありません。】,
stopmusic,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
background,,,,bg_snowconutry_1,,,
playmusic,,,,,,,
blocker,,,,,,,
delay,,,,,,,
