command,text_orig,name,option_number,option_value,references,focus,image,values,name2,index,text,jp_text,jp_name,text_match
header,,,0,,,,,,,0,,,,False
stopmusic,,,0,,,,,,,1,,,,False
dialog,,,0,,,,,,,2,,,,False
delay,,,0,,,,,,,3,,,,False
character,,,0,,,,,,,4,,,,False
blocker,,,0,,,,,,,5,,,,False
dialog,,,0,,,,,,,6,,,,False
dialog,,,0,,,,,,,7,,,,False
character,,,0,,,,,,,8,,,,False
blocker,,,0,,,,,,,9,,,,False
background,,,0,,,,bg_warehouse,,,10,,,,False
blocker,,,0,,,,,,,11,,,,False
playmusic,,,0,,,,,,,12,,,,False
character,,char_003_kalts_1,0,,,,,,,13,,,,False
name,Guard，解释你的作为。,凯尔希,0,,,,,,,14,Guard，解释你的作为。,ガード、あなたの行動を説明してください。,ケルシー,True
character,,avg_npc_059,0,,,,,,,15,,,,False
name,我看上去完全是个整合运动了......是吗。,罗德岛近卫干员？,0,,,,,,,16,我看上去完全是个整合运动了......是吗。,私は完全に整合運動の一員に見えますか……そうでしょうか。,ロドス近衛オペレーター？,True
character,,avg_npc_057,0,,,,,,,17,,,,False
name,所以你们认识。,乌萨斯感染者,0,,,,,,,18,所以你们认识。,だからあなたたちは知り合いなのですね。,ウサス感染者,True
name,好，那这个卡特斯感染者说的一切都是谎话。,乌萨斯感染者,0,,,,,,,19,好，那这个卡特斯感染者说的一切都是谎话。,ならば、あのカーテス感染者の言っていることはすべて嘘だということですね。,ウサス感染者,True
name,你和整合运动原本就是一边的！对不对！,乌萨斯感染者,0,,,,,,,20,你和整合运动原本就是一边的！对不对！,あなたは整合運動の側のはずだ！そうでしょう！,ウサス感染者,True
character,,char_002_amiya_1#5,0,,,,,,,21,,,,False
name,......,阿米娅,0,,,,,,,22,......,……,アーミヤ,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,23,,,,False
name,......塔季......你找到食物了吗？避难处的大家也撑不了太长时间了。,罗德岛近卫干员？,0,,,,,,,24,......塔季......你找到食物了吗？避难处的大家也撑不了太长时间了。,…タチ…食べ物は見つかりましたか？避難所のみんなももう長くはもたないのです。,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,2,,,avg_npc_057,25,,,,False
name,你还要逼我多久！,乌萨斯感染者,0,,,,,,,26,你还要逼我多久！,いつまで私を追い詰めるつもりだ！,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,27,,,,False
name,先让你到安全的地方再说。,罗德岛近卫干员？,0,,,,,,,28,先让你到安全的地方再说。,まず安全な場所へ連れて行きます。,ロドス近衛オペレーター？,True
character,,char_002_amiya_1#7,0,,,,,,,29,,,,False
name,不要靠近她，Guard！,阿米娅,0,,,,,,,30,不要靠近她，Guard！,近づかないでください、ガード！,アーミヤ,True
character,,avg_npc_059,0,,,,,,,31,,,,False
name,我不会。,罗德岛近卫干员？,0,,,,,,,32,我不会。,そうはしません。,ロドス近衛オペレーター？,True
name,......我知道事情很难解释。,罗德岛近卫干员？,0,,,,,,,33,......我知道事情很难解释。,……事情は説明しにくいのは承知しています。,ロドス近衛オペレーター？,True
name,但我们最好都小心些。这个区域里所有的乌萨斯被动感染者......都过得非常糟。,罗德岛近卫干员？,0,,,,,,,34,但我们最好都小心些。这个区域里所有的乌萨斯被动感染者......都过得非常糟。,ですが、みんな慎重になるべきです。この地域のすべてのウサス感染者は非常に悪い状態にあります。,ロドス近衛オペレーター？,True
name,他们中的大多数已经处在精神崩溃的边缘......就只差有人推那么一下。,罗德岛近卫干员？,0,,,,,,,35,他们中的大多数已经处在精神崩溃的边缘......就只差有人推那么一下。,彼らの大多数は精神崩壊の瀬戸際にあり、誰かに一押しされれば崩れてしまいます。,ロドス近衛オペレーター？,True
character,,avg_npc_057,0,,,,,,,36,,,,False
name,你把这叫做“糟”？你们这些杀人狂！你们这些肮脏的虐待狂！！,乌萨斯感染者,0,,,,,,,37,你把这叫做“糟”？你们这些杀人狂！你们这些肮脏的虐待狂！！,これを“悪い”と言うのか？お前たちは殺人狂だ！お前たちは汚い虐待者だ！！,ウサス感染者,True
name,我也被......我也被你们弄成这样！变成这样！,乌萨斯感染者,0,,,,,,,38,我也被......我也被你们弄成这样！变成这样！,私も……私もお前たちにこんな風にされて、こんな姿にされた！,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,39,,,,False
name,但是，你再不走，就会被魔族人找到，然后丢给其他整合运动。,罗德岛近卫干员？,0,,,,,,,40,但是，你再不走，就会被魔族人找到，然后丢给其他整合运动。,しかし、もしここから離れなければ魔族に見つかり、さらに他の整合運動に渡されてしまいます。,ロドス近衛オペレーター？,True
name,爱国者的部队已经被完全调出这个区域了。你被抓住，我就彻底没办法救你了。,罗德岛近卫干员？,0,,,,,,,41,爱国者的部队已经被完全调出这个区域了。你被抓住，我就彻底没办法救你了。,愛国者の部隊は既にこの地域から完全に撤退しました。もし捕まったら、私にはもはや助ける術がありません。,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,2,,,avg_npc_057,42,,,,False
name,那就让我死好了！就让我死在这片你们这些怪物横行的地上！,乌萨斯感染者,0,,,,,,,43,那就让我死好了！就让我死在这片你们这些怪物横行的地上！,それなら私を死なせてください！この化け物たちが跋扈するこの地で死にたいのです！,ウサス感染者,True
name,什么游击队，什么感染者的盾......他们有区别吗？和其他整合运动有区别吗？！,乌萨斯感染者,0,,,,,,,44,什么游击队，什么感染者的盾......他们有区别吗？和其他整合运动有区别吗？！,ゲリラ隊も感染者の盾も何も、違いなんてあるのでしょうか？他の整合運動と違いなんてあるのですか！？,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,45,,,,False
name,有。没有他们，我们都已经死了。,罗德岛近卫干员？,0,,,,,,,46,有。没有他们，我们都已经死了。,あります。彼らがいなければ、私たちは皆死んでいたでしょう。,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,2,,,avg_npc_057,47,,,,False
name,那你解释给我听，解释！,乌萨斯感染者,0,,,,,,,48,那你解释给我听，解释！,それなら説明してください、説明してください！,ウサス感染者,True
name,如果他们真的像你这几天说的那样只做对的事，为什么他们还呆在这整合运动？为什么他们会让这里变成这样？,乌萨斯感染者,0,,,,,,,49,如果他们真的像你这几天说的那样只做对的事，为什么他们还呆在这整合运动？为什么他们会让这里变成这样？,もし彼らが本当にあなたがここ数日言っている通り、正しいことだけをしているなら、なぜ整合運動の中にいるのですか？なぜここをこんな状態にさせたのですか？,ウサス感染者,True
name,为什么不反抗？为什么不出走？！为什么知道我们被杀，被亵渎，被报复却还是让这些事情发生？！,乌萨斯感染者,0,,,,,,,50,为什么不反抗？为什么不出走？！为什么知道我们被杀，被亵渎，被报复却还是让这些事情发生？！,なぜ抵抗しないのですか？なぜ脱出しないのですか？！私たちが殺され、冒涜され、報復されているのを知りながら、なぜこれを放置するのですか？！,ウサス感染者,True
name,你说的游击队为什么没和这些巡逻的魔族怪物厮杀？！为什么？！,乌萨斯感染者,0,,,,,,,51,你说的游击队为什么没和这些巡逻的魔族怪物厮杀？！为什么？！,あなたが言うゲリラ隊は、なぜこれらのパトロールしている魔族の怪物たちと戦わないのですか？！なぜですか？！,ウサス感染者,True
name,我看着它们亲手，亲手......用手就扯掉了......我......,乌萨斯感染者,0,,,,,,,52,我看着它们亲手，亲手......用手就扯掉了......我......,私は彼らが自分の手で、自分の手で……手で引き裂いているのを見ました……私は……,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,53,,,,False
name,......,罗德岛近卫干员？,0,,,,,,,54,......,……,ロドス近衛オペレーター？,True
name,爱国者看不见的地方太多了。,罗德岛近卫干员？,0,,,,,,,55,爱国者看不见的地方太多了。,愛国者は見えない場所があまりにも多いのです。,ロドス近衛オペレーター？,True
name,当需要爱国者指挥他的队伍才能捍卫其他人生存权利的时候，我就知道这里已经出了问题。,罗德岛近卫干员？,0,,,,,,,56,当需要爱国者指挥他的队伍才能捍卫其他人生存权利的时候，我就知道这里已经出了问题。,愛国者が部隊を指揮しなければ他人の生存権を守れない時、ここにはすでに問題が起きていると分かりました。,ロドス近衛オペレーター？,True
name,即使如此......只要还有游击队会从这里走过，就不会有险恶的整合运动成员踏足这片区域。,罗德岛近卫干员？,0,,,,,,,57,即使如此......只要还有游击队会从这里走过，就不会有险恶的整合运动成员踏足这片区域。,それでも…この場所をゲリラ隊員が通り続ける限り、邪悪な整合運動の者がこの地を踏み越えることはありません。,ロドス近衛オペレーター？,True
name,这已经区别了暴徒和游击队战士。爱国者手下的，即使是萨卡兹，也比许多普通整合运动感染者更守规矩。,罗德岛近卫干员？,0,,,,,,,58,这已经区别了暴徒和游击队战士。爱国者手下的，即使是萨卡兹，也比许多普通整合运动感染者更守规矩。,これで暴徒とゲリラ戦士の違いがわかります。愛国者の部下であれば、たとえサカズであっても、多くの普通の整合運動感染者よりも規律を守っています。,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,2,,,avg_npc_057,59,,,,False
name,那他们为什么不在这里？！为什么！,乌萨斯感染者,0,,,,,,,60,那他们为什么不在这里？！为什么！,それなら彼らはなぜここにいないのですか？！なぜですか！,ウサス感染者,True
name,他们不在以后，剩下的那些感染者只是更残暴更恶劣地对待我们！,乌萨斯感染者,0,,,,,,,61,他们不在以后，剩下的那些感染者只是更残暴更恶劣地对待我们！,彼らがいなくなってから、残された感染者たちは私たちに対してますます残忍で悪質になりました！,ウサス感染者,True
name,这不是他们的错吗？这不是游击队的错吗！没有游击队，他们就不会这么对我们了，对不对？！他们在报复游击队！！,乌萨斯感染者,0,,,,,,,62,这不是他们的错吗？这不是游击队的错吗！没有游击队，他们就不会这么对我们了，对不对？！他们在报复游击队！！,これは彼らのせいではないのですか？これはゲリラ隊のせいではないのですか！ゲリラ隊がいなければ、彼らは私たちにこんなことはしなかったでしょう！彼らはゲリラ隊に復讐しているのです！！,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,63,,,,False
name,你说得不对。,罗德岛近卫干员？,0,,,,,,,64,你说得不对。,あなたの言うことは間違っています。,ロドス近衛オペレーター？,True
name,游击队做的没错。就像你自己也那么觉得......其他人有可能是在报复游击队。,罗德岛近卫干员？,0,,,,,,,65,游击队做的没错。就像你自己也那么觉得......其他人有可能是在报复游击队。,ゲリラ隊は間違っていません。あなた自身もそう感じているでしょう……他の者たちがゲリラ隊に復讐している可能性があります。,ロドス近衛オペレーター？,True
name,那整合运动报复游击队的原因，就只是因为游击队战士在捍卫你们的活下去的机会。只会如此。,罗德岛近卫干员？,0,,,,,,,66,那整合运动报复游击队的原因，就只是因为游击队战士在捍卫你们的活下去的机会。只会如此。,整合運動がゲリラ隊に復讐する理由は、ゲリラ戦士があなたたちの生きるチャンスを守っているからです。それだけのことです。,ロドス近衛オペレーター？,True
name,不。游击队......甚至在捍卫你们的尊严。我亲眼看到。,罗德岛近卫干员？,0,,,,,,,67,不。游击队......甚至在捍卫你们的尊严。我亲眼看到。,いいえ、ゲリラ隊は……あなたたちの尊厳さえも守っています。私はそれを目撃しました。,ロドス近衛オペレーター？,True
name,我看到那个战士命令其他整合运动喊你们名字，而不是数字。,罗德岛近卫干员？,0,,,,,,,68,我看到那个战士命令其他整合运动喊你们名字，而不是数字。,あの戦士が他の整合運動に、あなたたちの数字ではなく名前を呼ぶよう命じているのを見ました。,ロドス近衛オペレーター？,True
name,是不是？,罗德岛近卫干员？,0,,,,,,,69,是不是？,そうですよね？,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,2,,,avg_npc_057,70,,,,False
name,......,乌萨斯感染者,0,,,,,,,71,......,……,ウサス感染者,True
character,,avg_npc_059,0,,,1,,,avg_npc_057,72,,,,False
name,以及，游击队留下我们，就是为了在他们不在的时候帮助你们。,罗德岛近卫干员？,0,,,,,,,73,以及，游击队留下我们，就是为了在他们不在的时候帮助你们。,そして、ゲリラ隊は私たちをここに残していきました。それは彼らがいない間、あなたたちを助けるためです。,ロドス近衛オペレーター？,True
name,......整个切尔诺伯格已经被切割成了许多块。,罗德岛近卫干员？,0,,,,,,,74,......整个切尔诺伯格已经被切割成了许多块。,…チェルノボーグ全体は多くの区画に分断されています。,ロドス近衛オペレーター？,True
name,也许有些地方还驻扎着游击队员，但他们不在的地方......如果没人维持纪律，那么就只能靠我们......领你们活下去。,罗德岛近卫干员？,0,,,,,,,75,也许有些地方还驻扎着游击队员，但他们不在的地方......如果没人维持纪律，那么就只能靠我们......领你们活下去。,もしかしたら一部の場所にはまだゲリラ隊が駐屯していますが、彼らのいない場所は…誰も規律を保てなければ、私たちだけが頼りです…あなたたちを生かすために。,ロドス近衛オペレーター？,True
name,哪怕我们可能根本活不下去。,罗德岛近卫干员？,0,,,,,,,76,哪怕我们可能根本活不下去。,たとえ私たちが生き残れないかもしれなくても。,ロドス近衛オペレーター？,True
character,,avg_npc_059,0,,,,,,,77,,,,False
name,阿米娅，我刚才说的，你相信吗？,罗德岛近卫干员？,0,,,,,,,78,阿米娅，我刚才说的，你相信吗？,アーミヤ、私が今言ったこと、あなたは信じますか？,ロドス近衛オペレーター？,True
character,,char_002_amiya_1#7,0,,,,,,,79,,,,False
name,......,阿米娅,0,,,,,,,80,......,……,アーミヤ,True
character,,avg_npc_057,0,,,,,,,81,,,,False
name,不！,乌萨斯感染者,0,,,,,,,82,不！,いいえ！,ウサス感染者,True
name,卡特斯女孩，你看......你看！他是整合运动！,乌萨斯感染者,0,,,,,,,83,卡特斯女孩，你看......你看！他是整合运动！,カーテスの少女、見て…見てください！彼は整合運動です！,ウサス感染者,True
name,你们难道要信整合运动吗？还有，我，我变成感染者就该信整合运动的胡说八道了吗？,乌萨斯感染者,0,,,,,,,84,你们难道要信整合运动吗？还有，我，我变成感染者就该信整合运动的胡说八道了吗？,あなたたちは整合運動を信じるのですか？それに、私は感染者になったからって整合運動のデタラメを信じるべきなのでしょうか？,ウサス感染者,True
name,你看看，刚才你说那些要杀我们的，不也是整合运动？,乌萨斯感染者,0,,,,,,,85,你看看，刚才你说那些要杀我们的，不也是整合运动？,見てください、さっきあなたが私たちを殺そうと言ったのも、同じ統合運動ではありませんか？,ウサス感染者,True
name,我现在变成感染者，整合运动难道就待我更好了吗？所以我怎么知道你们谁是谁，你们谁要杀我！,乌萨斯感染者,0,,,,,,,86,我现在变成感染者，整合运动难道就待我更好了吗？所以我怎么知道你们谁是谁，你们谁要杀我！,私は今感染者になりましたが、統合運動は私にもっとよくしてくれるのでしょうか？だから、あなたたちの誰が誰だか、誰が私を殺そうとしているのかわかりません！,ウサス感染者,True
name,你们，整合运动，全都该......全都该......！,乌萨斯感染者,0,,,,,,,87,你们，整合运动，全都该......全都该......！,あなたたち、統合運動、みんな……みんな……！,ウサス感染者,True
character,,char_003_kalts_1,0,,,,,,,88,,,,False
name,（阿米娅。）,凯尔希,0,,,,,,,89,（阿米娅。）,（アーミヤ。）,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,char_002_amiya_1#6,90,,,,False
name,（医生？）,阿米娅,0,,,,,,,91,（医生？）,（ドクター？）,アーミヤ,True
character,,char_003_kalts_1,0,,,,,,,92,,,,False
name,（接下来别冲动。）,凯尔希,0,,,,,,,93,（接下来别冲动。）,（これからは衝動的にならないで。）,ケルシー,True
dialog,,,0,,,,,,,94,,,,False
character,,,0,,,,,,,95,,,,False
playsound,,,0,,,,,,,96,,,,False
character,,avg_npc_042,0,,,,,,,97,,,,False
delay,,,0,,,,,,,98,,,,False
name,凯尔希？,迷迭香,0,,,,,,,99,凯尔希？,ケルシー？,ローズマリー,True
name,凯尔希，我们应该继续向上走。,迷迭香,0,,,,,,,100,凯尔希，我们应该继续向上走。,ケルシー、私たちはさらに上へ進むべきです。,ローズマリー,True
character,,avg_npc_059,0,,,,,,,101,,,,False
name,......你......,罗德岛近卫干员？,0,,,,,,,102,......你......,……あなた……,ロドス近衛オペレーター？,True
name,怎么会是她......！怎么是她！,罗德岛近卫干员？,0,,,,,,,103,怎么会是她......！怎么是她！,なぜ彼女が……！なぜ彼女が！,ロドス近衛オペレーター？,True
name,你们......要彻底消灭整合运动吗？！罗德岛也......,罗德岛近卫干员？,0,,,,,,,104,你们......要彻底消灭整合运动吗？！罗德岛也......,あなたたちは……徹底的に統合運動を壊滅させるつもりですか？！ロドスも……,ロドス近衛オペレーター？,True
character,,avg_npc_042,0,,,,,,,105,,,,False
name,？,迷迭香,0,,,,,,,106,？,？,ローズマリー,True
character,,avg_npc_059,0,,,,,,,107,,,,False
name,......不管怎样！这附近的萨卡兹佣兵巡逻队，会在这个时间段经过这个仓库！,罗德岛近卫干员？,0,,,,,,,108,......不管怎样！这附近的萨卡兹佣兵巡逻队，会在这个时间段经过这个仓库！,…とにかく！この近くのサカズ傭兵パトロール隊は、この時間帯にこの倉庫を通過します！,ロドス近衛オペレーター？,True
name,如果不处理他们，或者不躲好的话，很容易就会被他们发现，掳走......,罗德岛近卫干员？,0,,,,,,,109,如果不处理他们，或者不躲好的话，很容易就会被他们发现，掳走......,彼らを対処しなければ、または上手く隠れなければ、簡単に見つかって連れ去られます……,ロドス近衛オペレーター？,True
name,加上普通整合运动的巡逻队，我们只有一点点时间能出来寻找物资！,罗德岛近卫干员？,0,,,,,,,110,加上普通整合运动的巡逻队，我们只有一点点时间能出来寻找物资！,普通の統合運動のパトロール隊も合わさって、物資を探すにはわずかな時間しかありません！,ロドス近衛オペレーター？,True
name,就因为这样，许多人食不果腹，还缺乏必要药品，死亡在切尔诺伯格的居民中蔓延。,罗德岛近卫干员？,0,,,,,,,111,就因为这样，许多人食不果腹，还缺乏必要药品，死亡在切尔诺伯格的居民中蔓延。,こうした理由で、多くの人が食べ物にありつけず、必要な薬も不足し、チェルノボーグの住民の間で死亡が広がっています。,ロドス近衛オペレーター？,True
name,阿米娅，凯尔希医生！还有......博士，如果可以的话，至少相信我这些话，至少我们先躲起来！,罗德岛近卫干员？,0,,,,,,,112,阿米娅，凯尔希医生！还有......博士，如果可以的话，至少相信我这些话，至少我们先躲起来！,アーミヤ、ケルシー医師！そして……ドクター、もしよければ、せめて私の言うことを信じて、まずは隠れましょう！,ロドス近衛オペレーター？,True
character,,char_002_amiya_1#4,0,,,,,,,113,,,,False
name,Guard......,阿米娅,0,,,,,,,114,Guard......,ガード……,アーミヤ,True
character,,char_003_kalts_1,0,,,,,,,115,,,,False
name,乌萨斯的感染者。,凯尔希,0,,,,,,,116,乌萨斯的感染者。,ウサスの感染者。,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,avg_npc_057,117,,,,False
name,......,乌萨斯感染者,0,,,,,,,118,......,……,ウサス感染者,True
name,你在叫我？,乌萨斯感染者,0,,,,,,,119,你在叫我？,私を呼んだのか？,ウサス感染者,True
character,,char_003_kalts_1,0,,,1,,,avg_npc_057,120,,,,False
name,乌萨斯的感染者，我诚恳地向你咨询数个问题。,凯尔希,0,,,,,,,121,乌萨斯的感染者，我诚恳地向你咨询数个问题。,ウサスの感染者よ、誠実にいくつか質問させていただきます。,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,avg_npc_057,122,,,,False
name,你，你的口音......你是从帝国首都来的？,乌萨斯感染者,0,,,,,,,123,你，你的口音......你是从帝国首都来的？,あなた、その訛り……帝国の首都から来たのか？,ウサス感染者,True
name,但你的用词，好老旧......,乌萨斯感染者,0,,,,,,,124,但你的用词，好老旧......,しかし、あなたの言葉遣いはとても古風だ……,ウサス感染者,True
character,,char_003_kalts_1,0,,,1,,,avg_npc_057,125,,,,False
name,你受过高等教育。,凯尔希,0,,,,,,,126,你受过高等教育。,あなたは高等教育を受けている。,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,avg_npc_057,127,,,,False
name,......我以前是大学的抄写员。,乌萨斯感染者,0,,,,,,,128,......我以前是大学的抄写员。,…私は以前、大学の写字士だった。,ウサス感染者,True
name,现在，拜你们感染者所赐，一切都毁了。,乌萨斯感染者,0,,,,,,,129,现在，拜你们感染者所赐，一切都毁了。,今では、あなたたち感染者のせいで、すべてが破壊された。,ウサス感染者,True
character,,char_003_kalts_1,0,,,1,,,avg_npc_057,130,,,,False
name,那么，你信任你身后那位，曾经身为我们雇员的现整合运动感染者吗？,凯尔希,0,,,,,,,131,那么，你信任你身后那位，曾经身为我们雇员的现整合运动感染者吗？,それでは、あなたの後ろにいる、かつて私たちの雇用者であった現在の統合運動感染者を信頼しますか？,ケルシー,True
character,,char_003_kalts_1,0,,,2,,,avg_npc_057,132,,,,False
name,啊？,乌萨斯感染者,0,,,,,,,133,啊？,あ？,ウサス感染者,True
name,他......是你们的雇员？,乌萨斯感染者,0,,,,,,,134,他......是你们的雇员？,彼は……あなたたちの雇用者ですか？,ウサス感染者,True
character,,char_003_kalts_1,0,,,,,,,135,,,,False
