command,text,name,focus,image,name2,jp_text,jp_name
header,,,,,,,
stopmusic,,,,,,,
delay,,,,,,,
dialog,,,,,,,
character,,,,,,,
blocker,,,,,,,
background,,,,bg_snow_2,,,
blocker,,,,,,,
playmusic,,,,,,,
delay,,,,,,,
character,,avg_npc_078,,,,,
name,谢谢您的支援，先生......,塔露拉,,,,ご支援いただきありがとうございます、先生……,タルラ
character,,avg_npc_025_1#3,,,,,
name,——塔露拉。,爱国者,,,,――タルラ。,パトリオット
name,你想离开雪原？你会被乌萨斯的铁甲碾碎。,爱国者,,,,雪原を離れたいのか？ウーサスの鉄甲に轢き潰されるだろう。,パトリオット
character,,char_1505_frstar_1#10,,,,,
name,爸？为什么是现在？我们不是打赢了——,霜星,,,,パパ？なぜ今なの？私たちは勝ったのでは――,フロストスター
character,,avg_npc_025_1#3,,,,,
name,盾卫已经去收集资源。你收队。命令全部人转移。,爱国者,,,,シールド守衛は資源回収に向かった。君は部隊をまとめ、全員の移動を命じろ。,パトリオット
character,,char_1505_frstar_1#10,,,,,
name,......是。,霜星,,,,……わかりました。,フロストスター
character,,avg_npc_025_1#3,,,,,
name,你和你的计划会让所有人都送命。,爱国者,,,,君と君の計画は皆を死に追いやる。,パトリオット
,塔露拉意识到，面前的巨人是第一次对自己发表他的意见。即使这意见不可撼动，伤人入骨。,,,,,タルラは気づいた。目の前の巨人が自分に意見を述べるのはこれが初めてだと。たとえその意見が揺るぎなく、深く傷つけるものであっても。,
character,,avg_npc_078#4,,,,,
name,西北冻原也不能让我们活下去。我们的队伍越壮大，就越需要食物与能源补给，厌恶我们的聚落远比支持我们的村庄更多。,塔露拉,,,,北西の凍原も私たちを生かしてはくれない。部隊が大きくなればなるほど、食料とエネルギーの補給が必要で、私たちを嫌う集落は支援してくれる村よりもはるかに多い。,タルラ
name,一年一季的苔麦......哪怕我们也参与耕种，那能收成多少？,塔露拉,,,,年に一度の苔麦……私たちが耕作に加わっても、どれほどの収穫が見込める？,タルラ
name,我们的田地会不会被纠察队毁掉？游击队能够轻松地战胜他们，但其他的感染者做不到。,塔露拉,,,,私たちの畑は監視隊に破壊されはしないか？ゲリラは彼らを簡単に打ち負かせるが、他の感染者には無理だ。,タルラ
character,,avg_npc_025_1#3,,,,,
name,你在加速他们的死亡。,爱国者,,,,君は彼らの死を早めている。,パトリオット
character,,avg_npc_078#4,,,,,
name,我们只有离开冻原。不是去萨米，也不是去荒地......我们向东方去，向南方去，向温暖的地方去。,塔露拉,,,,私たちは凍原を離れるしかない。サーミにも荒地にも行かない……東へ、南へ、暖かい場所へ向かうのだ。,タルラ
character,,avg_npc_025_1#3,,,,,
name,你要怎么样生存下去？ 你要怎样让我们这么多人生存下去？,爱国者,,,,君はどうやって生き残るつもりだ？どうやってこんな多くの人間を生かし続けるつもりだ？,パトリオット
name,游击队是在救人。游击队绝不会牺牲游击队之外的人。只有战士才牺牲。,爱国者,,,,ゲリラは人を救う。ゲリラはゲリラ以外の者を犠牲にはしない。犠牲になるのは戦士だけだ。,パトリオット
character,,avg_npc_078#4,,,,,
name,然而，在各个城市和城市周边生活的感染者，远比在冻原上的更多。,塔露拉,,,,しかし、各都市やその周辺に住む感染者は、凍原にいる者よりはるかに多い。,タルラ
name,您常驻守北方，对北方感染者的遭遇深恶痛绝......所以您也不太有机会了解到，南方的感染者是怎样生活的。,塔露拉,,,,あなたは北方に常駐し、北方の感染者の惨状を憎んでいます……だから南方の感染者がどのように暮らしているか、あまり知る機会がないのです。,タルラ
character,,avg_npc_025_1#3,,,,,
name,他们过得很好？,爱国者,,,,彼らはうまくやっているのか？,パトリオット
character,,avg_npc_078,,,,,
name,他们过得很糟。,塔露拉,,,,彼らはひどい状況だ。,タルラ
character,,avg_npc_025_1#3,,,,,
name,你想吸纳他们。,爱国者,,,,君は彼らを吸収しようとしている。,パトリオット
character,,avg_npc_078,,,,,
name,我要团结他们。,塔露拉,,,,私は彼らを団結させたい。,タルラ
character,,avg_npc_025_1#3,,,,,
name,帝国看向感染者时，你首当其冲。,爱国者,,,,帝国が感染者を見るとき、君は真っ先に狙われる。,パトリオット
character,,avg_npc_078,,,,,
name,不是团结在我身边。不。是团结在同一个理念周围。,塔露拉,,,,私の周りに団結するのではない。いいえ。同じ理念のもとに団結するのだ。,タルラ
character,,avg_npc_025_1#3,,,,,
