command,text_orig,name,option_number,option_value,references,focus,image,values,name2,index,text,jp_text,jp_name,text_match
header,,,0,,,,,,,0,,,,False
stopmusic,,,0,,,,,,,1,,,,False
dialog,,,0,,,,,,,2,,,,False
delay,,,0,,,,,,,3,,,,False
blocker,,,0,,,,,,,4,,,,False
background,,,0,,,,bg_turf,,,5,,,,False
blocker,,,0,,,,,,,6,,,,False
playmusic,,,0,,,,,,,7,,,,False
,龙门上城区 7:00 p.m. 天开始黑了,,0,,,,,,,8,龙门上城区 7:00 p.m. 天开始黑了,龍門上城区 7:00 午後。空が暗くなり始めました。,,True
playsound,,,0,,,,,,,9,,,,False
character,,char_015_lmg,0,,,,,,,10,,,,False
name,秘密逮捕令？陈sir？！,近卫局成员,0,,,,,,,11,秘密逮捕令？陈sir？！,秘密逮捕令ですか？チェンシル（陳ドクター）？！,近衛局の隊員,True
name,搞错了吧？怎么可能......,近卫局成员,0,,,,,,,12,搞错了吧？怎么可能......,間違いですよね？まさかそんな……。,近衛局の隊員,True
name,喂！回来！我问你是不是搞错了！！,近卫局成员,0,,,,,,,13,喂！回来！我问你是不是搞错了！！,おい！戻れ！間違っているかどうか聞いているんだ！！,近衛局の隊員,True
name,可恶，陈sir，怎么会......究竟是谁在搞鬼！,近卫局成员,0,,,,,,,14,可恶，陈sir，怎么会......究竟是谁在搞鬼！,くそっ、チェンシル（陳ドクター）、一体どういうことだ……いったい誰が裏で手を回しているんだ！,近衛局の隊員,True
name,必须得找到陈sir，亲口问她才行！,近卫局成员,0,,,,,,,15,必须得找到陈sir，亲口问她才行！,必ずチェンシル（陳ドクター）を見つけて、直接本人に聞かないと！,近衛局の隊員,True
dialog,,,0,,,,,,,16,,,,False
character,,,0,,,,,,,17,,,,False
blocker,,,0,,,,,,,18,,,,False
background,,,0,,,,bg_lungmen_d,,,19,,,,False
blocker,,,0,,,,,,,20,,,,False
character,,avg_npc_034,0,,,,,,,21,,,,False
delay,,,0,,,,,,,22,,,,False
name,......好。我晓得了。,鼠王,0,,,,,,,23,......好。我晓得了。,……わかった。承知した。,鼠王,True
character,,,0,,,,,,,24,,,,False
name,主人还有什么吩咐？,灰尾,0,,,,,,,25,主人还有什么吩咐？,主人、他に指示はございますか？,グレイテイル,True
character,,avg_npc_034,0,,,,,,,26,,,,False
name,没有了。把之前我吩咐过的事情，都处理好。做完以后就赶紧去避避。,鼠王,0,,,,,,,27,没有了。把之前我吩咐过的事情，都处理好。做完以后就赶紧去避避。,ない。前に伝えたことはすべて片付けておけ。終わったらすぐに避難しろ。,鼠王,True
character,,,0,,,,,,,28,,,,False
name,是。,灰尾,0,,,,,,,29,是。,はい。,グレイテイル,True
character,,avg_npc_034,0,,,,,,,30,,,,False
name,去吧。快去。,鼠王,0,,,,,,,31,去吧。快去。,行け。急げ。,鼠王,True
name,啊。,鼠王,0,,,,,,,32,啊。,ああ。,鼠王,True
name,——唉。居然还有人能算倒魏彦吾。,鼠王,0,,,,,,,33,——唉。居然还有人能算倒魏彦吾。,──はあ。まさか魏彥吾を倒せる者がいるとはな。,鼠王,True
name,塔露拉，塔露拉......难道说这真是命数？,鼠王,0,,,,,,,34,塔露拉，塔露拉......难道说这真是命数？,タルラ、タルラ……これは本当に運命なのか？,鼠王,True
name,二少爷，你要是泉下有知，也不会想看到这般光景吧？,鼠王,0,,,,,,,35,二少爷，你要是泉下有知，也不会想看到这般光景吧？,二少、お前があの世にいれば、こんな光景を見たくないだろう？,鼠王,True
name,罢了，罢了。龙门终归还是走到这步。,鼠王,0,,,,,,,36,罢了，罢了。龙门终归还是走到这步。,仕方ない、仕方ない。龍門は結局ここまで来てしまったか。,鼠王,True
name,但晖洁......晖洁！小心啊，晖洁......千万别把命送了！,鼠王,0,,,,,,,37,但晖洁......晖洁！小心啊，晖洁......千万别把命送了！,でも、ホイジエ……ホイジエ！気をつけろ、ホイジエ……命だけは絶対に落とすな！,鼠王,True
dialog,,,0,,,,,,,38,,,,False
character,,,0,,,,,,,39,,,,False
blocker,,,0,,,,,,,40,,,,False
background,,,0,,,,bg_lungmenbridge,,,41,,,,False
blocker,,,0,,,,,,,42,,,,False
,龙门停舰接舷区  7:20 p.m.,,0,,,,,,,43,龙门停舰接舷区  7:20 p.m.,龍門停船接舷区 7:20 午後。,,True
character,,avg_npc_015,0,,,,,,avg_npc_015,44,,,,False
camerashake,,,0,,,,,,,45,,,,False
name,啊......啊！唔，呃......,牧群,0,,,,,,,46,啊......啊！唔，呃......,ああ……あっ！うっ……えっ……。,ボクグン,True
character,,avg_npc_012,0,,,,,,,47,,,,False
name,哎，这个数量，真不是说说的......近卫局还没扫荡到这里吗？,罗德岛干员,0,,,,,,,48,哎，这个数量，真不是说说的......近卫局还没扫荡到这里吗？,これは……数が本当にすごい……近衛局はまだここまで掃討できていないのか？,ロドスオペレーター,True
name,昨天整合运动来一次，今天特殊感染者又来一次，就算是我们也顶不太住啊，又不能在城市里使用大规格武器......,罗德岛干员,0,,,,,,,49,昨天整合运动来一次，今天特殊感染者又来一次，就算是我们也顶不太住啊，又不能在城市里使用大规格武器......,昨日は整合運動、今日は特殊感染者の襲来、我々でも持ちこたえられませんよ。都市内で大規模な武器を使うこともできませんし……。,ロドスオペレーター,True
dialog,,,0,,,,,,,50,,,,False
character,,,0,,,,,,,51,,,,False
playsound,,,0,,,,,,,52,,,,False
character,,avg_npc_042,0,,,,,,,53,,,,False
delay,,,0,,,,,,,54,,,,False
name,你好，干员。他们是这次的敌人吗？,迷迭香,0,,,,,,,55,你好，干员。他们是这次的敌人吗？,こんにちは、オペレーターの皆さん。彼らが今回の敵ですね？,ローズマリー,True
character,,avg_npc_042,0,,,2,,,avg_npc_012,56,,,,False
name,迷迭香！哎，有救了有救了。,罗德岛干员,0,,,,,,,57,迷迭香！哎，有救了有救了。,ローズマリー！ああ、助かった。,ロドスオペレーター,True
character,,avg_npc_042,0,,,1,,,avg_npc_012,58,,,,False
name,他们都是被源石技艺转化的感染者......？没办法限制住他们的活动吗？,迷迭香,0,,,,,,,59,他们都是被源石技艺转化的感染者......？没办法限制住他们的活动吗？,彼らはすべて源石技術で変異した感染者……ですか？彼らの活動を制限する手段はありませんか？,ローズマリー,True
character,,avg_npc_012,0,,,,,,,60,,,,False
name,是的，我们配备的大多是些防御装备，没想到连钢索和高纤维网都不太顶用，对上这些感染者，恐怕要上战争用军械才行。,罗德岛干员,0,,,,,,,61,是的，我们配备的大多是些防御装备，没想到连钢索和高纤维网都不太顶用，对上这些感染者，恐怕要上战争用军械才行。,はい。我々は主に防御装備を持っていますが、鋼索や高繊維ネットすら効果が薄いとは。これらの感染者には戦争用兵器で対抗するしかないでしょう。,ロドスオペレーター,True
name,防线的压力实在太大，没办法，我们只能向本舰请求支援。幸亏来的是你，现在我们有办法了。,罗德岛干员,0,,,,,,,62,防线的压力实在太大，没办法，我们只能向本舰请求支援。幸亏来的是你，现在我们有办法了。,防御線への圧力が非常に大きいため、やむなく本艦に支援を依頼しました。あなたが来てくれて助かります。これで対処法があります。,ロドスオペレーター,True
name,他们体内的源石结构把他们的身体变得很坚韧，我们得用可控重火力去限制他们的行动。另外......我们检测不到他们的大脑活动的迹象。,罗德岛干员,0,,,,,,,63,他们体内的源石结构把他们的身体变得很坚韧，我们得用可控重火力去限制他们的行动。另外......我们检测不到他们的大脑活动的迹象。,彼らの体内の源石構造が身体を非常に頑強にしています。制御可能な重火力を使い彼らの行動を制限する必要があります。それに加え……脳活動の痕跡が検出できません。,ロドスオペレーター,True
name,根据观察对比，他们似乎......实质上，已经死亡了。现在的他们纯粹是被某种支配性法术驱动的。哎，太过分了。,罗德岛干员,0,,,,,,,64,根据观察对比，他们似乎......实质上，已经死亡了。现在的他们纯粹是被某种支配性法术驱动的。哎，太过分了。,観察と比較によると、彼らは……実質的にすでに死亡しています。現在の彼らはある種の支配呪術に操られているだけのようです。ああ、ひどい話です。,ロドスオペレーター,True
character,,avg_npc_042,0,,,,,,,65,,,,False
name,做出这种事的人......要付出代价。,迷迭香,0,,,,,,,66,做出这种事的人......要付出代价。,こんなことをした者は……代償を払うべきです。,ローズマリー,True
name,啊，你们的安全更重要。,迷迭香,0,,,,,,,67,啊，你们的安全更重要。,ああ、皆さんの安全がもっと重要です。,ローズマリー,True
name,帮我制定计划吧，我来......让他们的躁动停下。,迷迭香,0,,,,,,,68,帮我制定计划吧，我来......让他们的躁动停下。,計画を立てるのを手伝ってください。私が……彼らの暴走を止めます。,ローズマリー,True
decision,你要参与战斗？,,1,1,,,,1,,69,你要参与战斗？,あなたは戦闘に参加するのですか？,,True
predicate,,,0,,1,,,,,70,,,,False
character,,avg_npc_042,0,,,,,,,71,,,,False
name,嗯。,迷迭香,0,,,,,,,72,嗯。,はい。,ローズマリー,True
decision,可你看起来......,,1,1,,,,1,,73,可你看起来......,でも、見た目は……。,,True
predicate,,,0,,1,,,,,74,,,,False
character,,avg_npc_012,0,,,,,,,75,,,,False
name,......博士......你没见过迷迭香是吗？,罗德岛干员,0,,,,,,,76,......博士......你没见过迷迭香是吗？,……ドクター……ローズマリーを見たことがないのですね？,ロドスオペレーター,True
character,,avg_npc_042,0,,,,,,,77,,,,False
name,博士，请让一下。,迷迭香,0,,,,,,,78,博士，请让一下。,ドクター、少しよけてくださいませ。,ローズマリー,True
character,,avg_npc_012,0,,,,,,,79,,,,False
name,那你可得小心，站远一点。这一定是你第一次见这种架势。,罗德岛干员,0,,,,,,,80,那你可得小心，站远一点。这一定是你第一次见这种架势。,では気をつけて、離れて立ってください。きっとこれが初めて見る構えでしょうから。,ロドスオペレーター,True
dialog,,,0,,,,,,,81,,,,False
character,,,0,,,,,,,82,,,,False
camerashake,,,0,,,,,,,83,,,,False
decision,放在舱门里的铁盒飞起来了？！,,3,1,,,,1;2;3,,84,放在舱门里的铁盒飞起来了？！,船倉の扉に置かれた鉄箱が飛び上がった？！,,True
decision,......？,,3,2,,,,1;2;3,,85,......？,……？,,True
decision,漂浮在空中的器械，是你的装备？,,3,3,,,,1;2;3,,86,漂浮在空中的器械，是你的装备？,空中に浮かんでいる機械は、あなたの装備ですか？,,True
predicate,,,0,,1;2;3,,,,,87,,,,False
dialog,,,0,,,,,,,88,,,,False
character,,,0,,,,,,,89,,,,False
character,,avg_npc_042,0,,,,,,,90,,,,False
name,是我的。,迷迭香,0,,,,,,,91,是我的。,はい、私のものです。,ローズマリー,True
name,干员，请向我描述一下目标的感觉。,迷迭香,0,,,,,,,92,干员，请向我描述一下目标的感觉。,オペレーターの皆さん、対象の感覚を教えてください。,ローズマリー,True
character,,avg_npc_012,0,,,,,,,93,,,,False
name,了解，我查下交流手册......嗯，目标是，呃，表征活跃的大量不安个体？,罗德岛干员,0,,,,,,,94,了解，我查下交流手册......嗯，目标是，呃，表征活跃的大量不安个体？,了解です、通信マニュアルを調べます……ええと、対象は、うーん、活発な不安個体の大量群集？,ロドスオペレーター,True
name,集群活动，缺乏有效目标，趋势明显，既定路径不明。大致就这些！,罗德岛干员,0,,,,,,,95,集群活动，缺乏有效目标，趋势明显，既定路径不明。大致就这些！,群れとして活動し、有効な目標がない、傾向が明確で既定路線は不明。大体そんなところです！,ロドスオペレーター,True
character,,avg_npc_042,0,,,,,,,96,,,,False
name,——我知道了。请交给我。,迷迭香,0,,,,,,,97,——我知道了。请交给我。,──承知しました。私にお任せください。,ローズマリー,True
name,凯尔希医生叮嘱过，在处理结束以后，要让罗德岛本舰立刻离开龙门......！,迷迭香,0,,,,,,,98,凯尔希医生叮嘱过，在处理结束以后，要让罗德岛本舰立刻离开龙门......！,ケルシー博士が指示してくれました。処理が終わり次第、ロドス本艦は速やかに龍門を離脱します……！,ローズマリー,True
dialog,,,0,,,,,,,99,,,,False
character,,,0,,,,,,,100,,,,False
stopmusic,,,0,,,,,,,101,,,,False
blocker,,,0,,,,,,,102,,,,False
background,,,0,,,,bg_turf,,,103,,,,False
blocker,,,0,,,,,,,104,,,,False
playsound,,,0,,,,,,,105,,,,False
character,,char_010_chen_1#4,0,,,,,,,106,,,,False
delay,,,0,,,,,,,107,,,,False
character,,,0,,,,,,,108,,,,False
name,晚上好啊，老陈。,星熊,0,,,,,,,109,晚上好啊，老陈。,こんばんは、チェンさん。,ホシクマ,True
dialog,,,0,,,,,,,110,,,,False
character,,,0,,,,,,,111,,,,False
playsound,,,0,,,,,,,112,,,,False
character,,char_136_hsguma,0,,,,,,,113,,,,False
delay,,,0,,,,,,,114,,,,False
character,,char_010_chen_1#3,0,,,,,,,115,,,,False
name,星熊......？你怎么在这，你的伤怎么样了？,陈,0,,,,,,,116,星熊......？你怎么在这，你的伤怎么样了？,ホシクマ……？どうしてここに？怪我は大丈夫ですか？,チェン,True
character,,char_136_hsguma,0,,,,,,,117,,,,False
name,我可是鬼啊。那点小伤，早就好了。,星熊,0,,,,,,,118,我可是鬼啊。那点小伤，早就好了。,私は鬼ですから。その程度の怪我はもうよくなりました。,ホシクマ,True
playmusic,,,0,,,,,,,119,,,,False
character,,char_136_hsguma,0,,,2,,,char_010_chen_1,120,,,,False
name,那我就——,陈,0,,,,,,,121,那我就——,それなら私は──,チェン,True
name,等下，你是在这等我？,陈,0,,,,,,,122,等下，你是在这等我？,ちょっと、ここで私を待っているのですか？,陳,True
character,,char_136_hsguma,0,,,1,,,char_010_chen_1,123,,,,False
name,你推着的这架沙地车，是不是雷姆必拓那款最新型？,星熊,0,,,,,,,124,你推着的这架沙地车，是不是雷姆必拓那款最新型？,あなたが押しているこの砂地車は、レムビットの最新型ですか？,星熊,True
name,“越野，爬坡，防尘，高续航低耗能，最小的环境影响，最大的驾驶享受？”,星熊,0,,,,,,,125,“越野，爬坡，防尘，高续航低耗能，最小的环境影响，最大的驾驶享受？”,“オフロード、登坂、防塵、高い航続距離で低消費エネルギー、最小の環境影響、最大のドライビング楽しさ？”,星熊,True
character,,char_136_hsguma,0,,,2,,,char_010_chen_1#5,126,,,,False
name,......,陈,0,,,,,,,127,......,......,陳,True
character,,char_136_hsguma,0,,,1,,,char_010_chen_1#5,128,,,,False
name,啊，不好意思。终端上看多了，一不小心就把广告词记得滚瓜烂熟了。,星熊,0,,,,,,,129,啊，不好意思。终端上看多了，一不小心就把广告词记得滚瓜烂熟了。,あっ、すみません。端末で見すぎて、つい広告文句を丸暗記してしまいました。,星熊,True
name,真是架好车，就算我对越野不感兴趣，也想过要买一台呢。,星熊,0,,,,,,,130,真是架好车，就算我对越野不感兴趣，也想过要买一台呢。,本当にいい車ですね。私はオフロードに興味がなくても、一台買おうかと思ったことがあります。,星熊,True
character,,char_136_hsguma,0,,,2,,,char_010_chen_1#5,131,,,,False
name,你是想说什么？,陈,0,,,,,,,132,你是想说什么？,何を言いたいのですか？,陳,True
dialog,,,0,,,,,,,133,,,,False
character,,,0,,,,,,,134,,,,False
blocker,,,0,,,,,,,135,,,,False
image,,,0,,,,avg_7_3,,,136,,,,False
imagetween,,,0,,,,,,,137,,,,False
blocker,,,0,,,,,,,138,,,,False
name,风尘仆仆的，老陈，你想往哪里去？,星熊,0,,,,,,,139,风尘仆仆的，老陈，你想往哪里去？,埃まみれになって、陳ドクター、どこへ行こうとしているのですか？,星熊,True
name,为什么你会知道我在这里......？,陈,0,,,,,,,140,为什么你会知道我在这里......？,どうしてここに私がいるとわかるのですか……？,陳,True
name,你私下出城的时候都会从这里走。哪有缺口，哪有别人不知道的通道，你我都知道。,星熊,0,,,,,,,141,你私下出城的时候都会从这里走。哪有缺口，哪有别人不知道的通道，你我都知道。,あなたがこっそり街を出るときはいつもここを通ります。どこに隙間があるか、どこに他人が知らない通路があるかは、あなたも私も知っています。,星熊,True
name,——近卫局已经发了通缉令。,星熊,0,,,,,,,142,——近卫局已经发了通缉令。,——近衛局はすでに指名手配を出しています。,星熊,True
name,你不会信的。,陈,0,,,,,,,143,你不会信的。,あなたは信じないでしょう。,陳,True
name,那肯定。你是什么样的人，我再清楚不过了。,星熊,0,,,,,,,144,那肯定。你是什么样的人，我再清楚不过了。,それはもちろんです。あなたがどんな人か、私はよく知っていますから。,星熊,True
name,只有从这条路才能出龙门了。,陈,0,,,,,,,145,只有从这条路才能出龙门了。,この道からしか龍門を出られません。,陳,True
name,我躲躲藏藏了一路。如果近卫局的人都像你一样懂道理......,陈,0,,,,,,,146,我躲躲藏藏了一路。如果近卫局的人都像你一样懂道理......,私は隠れながらここまで来ました。もし近衛局の人がみんなあなたのように道理をわきまえていたら……,陳,True
name,那你就绝不可能出得了龙门。,星熊,0,,,,,,,147,那你就绝不可能出得了龙门。,そうしたら、決して龍門を出ることはできません。,星熊,True
name,......什么？,陈,0,,,,,,,148,......什么？,……何ですか？,陳,True
name,你在说什么？,陈,0,,,,,,,149,你在说什么？,何を言っているのですか？,陳,True
name,他们和我一样，不希望你去。,星熊,0,,,,,,,150,他们和我一样，不希望你去。,彼らは私と同じように、あなたが行くのを望んでいません。,星熊,True
name,星熊......你要拦我？,陈,0,,,,,,,151,星熊......你要拦我？,星熊……あなたは私を止めるつもりですか？,陳,True
name,怎么你也要拦我，星熊？！,陈,0,,,,,,,152,怎么你也要拦我，星熊？！,なぜあなたまで私を止めるのですか、星熊？！,陳,True
name,我当然要拦你，老陈。我是龙门近卫局的督察，更是你的朋友。,星熊,0,,,,,,,153,我当然要拦你，老陈。我是龙门近卫局的督察，更是你的朋友。,もちろん、あなたを止めますよ、陳ドクター。私は龍門近衛局の監察官、そしてあなたの友人です。,星熊,True
name,你是不是想来次千里单骑的英雄大冒险？不能放你出城的原因，也就这一个了。,星熊,0,,,,,,,154,你是不是想来次千里单骑的英雄大冒险？不能放你出城的原因，也就这一个了。,あなたは千里単騎の英雄的な大冒険をしたいのでしょう？あなたを街から出さない理由はそれだけです。,星熊,True
name,你是龙门人，星熊！,陈,0,,,,,,,155,你是龙门人，星熊！,あなたは龍門の人間だ、星熊！,陳,True
name,我们已经没有其他机会了，再由魏彦吾用他的手段解决这事，只会牺牲更多人！,陈,0,,,,,,,156,我们已经没有其他机会了，再由魏彦吾用他的手段解决这事，只会牺牲更多人！,私たちはもう他の手段がありません。魏彦吾に任せれば、さらに多くの人が犠牲になります！,陳,True
name,用你的法子就能解决了吗？,星熊,0,,,,,,,157,用你的法子就能解决了吗？,あなたのやり方で解決できるのですか？,星熊,True
name,......,陈,0,,,,,,,158,......,......,陳,True
name,他们叫你鬼姐，他们相信你能保护得了他们热爱的龙门。星熊，放我去。,陈,0,,,,,,,159,他们叫你鬼姐，他们相信你能保护得了他们热爱的龙门。星熊，放我去。,彼らはあなたのことを鬼姐と呼び、彼らが愛する龍門を守れると信じています。星熊、私を行かせてください。,陳,True
name,......哈。,星熊,0,,,,,,,160,......哈。,……はぁ。,星熊,True
name,老陈，他们真的热爱龙门吗？,星熊,0,,,,,,,161,老陈，他们真的热爱龙门吗？,陳ドクター、彼らは本当に龍門を愛しているのでしょうか？,星熊,True
name,你——,陈,0,,,,,,,162,你——,あなた——,陳,True
dialog,,,0,,,,,,,163,,,,False
blocker,,,0,,,,,,,164,,,,False
image,,,0,,,,avg_7_3,,,165,,,,False
imagetween,,,0,,,,,,,166,,,,False
blocker,,,0,,,,,,,167,,,,False
name,我啊，是个老套的人。,星熊,0,,,,,,,168,我啊，是个老套的人。,私はですね、古風な人間です。,星熊,True
name,漫画，电影，酒，下着雨的街道，匆匆路过的没带伞的人。除了电单车，我都喜欢老套的。,星熊,0,,,,,,,169,漫画，电影，酒，下着雨的街道，匆匆路过的没带伞的人。除了电单车，我都喜欢老套的。,漫画、映画、お酒、雨の降る街、急いで傘を持たずに通り過ぎる人々。バイク以外は全部古風なものが好きです。,星熊,True
name,有些东西在别人看来是很容易过时的。但老陈，我们真能追得上时间吗？,星熊,0,,,,,,,170,有些东西在别人看来是很容易过时的。但老陈，我们真能追得上时间吗？,他の人にはすぐに時代遅れと思われるものもあります。でも陳ドクター、本当に私たちは時間に追いつけるのでしょうか？,星熊,True
name,我不能。我做不到。它走得太快了，它把我看重的许多东西都踩成了碎片。,星熊,0,,,,,,,171,我不能。我做不到。它走得太快了，它把我看重的许多东西都踩成了碎片。,私は無理です。できません。時はあまりにも速く進み、私が大切にしていた多くのものを粉々に踏みつけてしまいました。,星熊,True
name,剩下的，只有这么多。一道划痕，一个折角，一片黄斑，每一个我都能说上名字。,星熊,0,,,,,,,172,剩下的，只有这么多。一道划痕，一个折角，一片黄斑，每一个我都能说上名字。,残っているのはこれだけです。一つの傷、一つの折れ角、一つの黄ばみ、それぞれに名前を言えます。,星熊,True
name,我讨厌它。我讨厌时间带走我身边的人。,星熊,0,,,,,,,173,我讨厌它。我讨厌时间带走我身边的人。,私はそれが嫌いです。時間が私の周りの人を奪っていくのが嫌いです。,星熊,True
