command,text,name,focus,image,name2,jp_text,jp_name
header,,,,,,,
stopmusic,,,,,,,
delay,,,,,,,
dialog,,,,,,,
blocker,,,,,,,
background,,,,bg_snow_2,,,
blocker,,,,,,,
delay,,,,,,,
playmusic,,,,,,,
dialog,,,,,,,
character,,,,,,,
character,,avg_npc_079#4,,,,,
delay,,,,,,,
name,所以呢，你打跑了他们，是吗？,阿丽娜,,,,それで、彼らを追い払ったのですね？,アリナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,是啊。,塔露拉,,,,はい。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,我没跟你去是对的。用火去烧人......这种味道，我要是再闻到，一定会吐出来。,阿丽娜,,,,私があなたと一緒に行かなかったのは正解です。火を使って人を焼くなんて……そんな匂い、もしまた嗅いだら、絶対に吐いてしまいますわ。,アリナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,阿丽娜，别勉强自己。,塔露拉,,,,アリナ、無理しないでくださいね。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,以前是我自己要跟着你走的。,阿丽娜,,,,以前は自分からあなたに付いていきたいと思っていました。,アリナ
character,,avg_npc_079#4,2,,avg_npc_078#4,,
name,所以，我也会保护你们这些感染者。,塔露拉,,,,だから、私も感染者であるあなたたちを守ります。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078#4,,
name,不，我不是在求你——,阿丽娜,,,,違います、お願いしているわけじゃ――,アリナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,那当然不是。阿丽娜，没有你我就没时间去搜集资源和信息。,塔露拉,,,,もちろん違います。アリナ、あなたがいなければ資源や情報を集める時間もありません。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,和你通信的人是谁，方便告诉我吗？,阿丽娜,,,,あなたと連絡を取っている人は誰ですか？教えていただけますか？,アリナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,——,塔露拉,,,,——,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,怀疑我是乌萨斯的间谍吗？,阿丽娜,,,,私がウルサスのスパイだと疑っているのですか？,アリナ
character,,avg_npc_079#4,2,,avg_npc_078#3,,
name,是在想把你卷进这些事好不好。,塔露拉,,,,あなたをこの事に巻き込むべきかどうか考えていました。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078#3,,
name,在身为感染者的时候，我们的生活就没法更坏了。,阿丽娜,,,,感染者である間は、私たちの生活はこれ以上悪くなりようがありません。,アリナ
character,,avg_npc_079#4,2,,avg_npc_078,,
name,我去联系的是其他城市的感染者。,塔露拉,,,,私が連絡を取っているのは他の都市の感染者です。,タルラ
name,我在尝试从他们那里更快地了解城市的动向，好尽可能地帮上在冻原上生存的感染者。,塔露拉,,,,彼らから都市の動向をより早く知ろうとして、凍原で生きる感染者たちのためにできる限り助けになりたいのです。,タルラ
character,,avg_npc_079#4,1,,avg_npc_078,,
name,你在做一件......很了不得的事情。,阿丽娜,,,,あなたは……とても素晴らしいことをしているのですわ。,アリナ
name,你这么强的正义感是从哪来的？是因为以前有人这么教过你吗？,阿丽娜,,,,こんなに強い正義感はどこから来るのですか？昔誰かにそう教えられたからですか？,アリナ
character,,avg_npc_078,,,,,
name,不。,塔露拉,,,,いいえ。,タルラ
name,我受到的教育，既恶毒又疯癫，充满了统治的傲慢和权力的恐怖。,塔露拉,,,,私が受けた教育は、毒々しく狂気じみていて、支配の傲慢さと権力の恐怖に満ちていました。,タルラ
character,,avg_npc_078#4,,,,,
name,我决定反着走。我要剥掉他们彬彬有礼的皮囊，拆开他们引以为豪的一层接一层的贵族城市，把真相告诉所有人，雪原上的所有人......,塔露拉,,,,私は逆の道を歩むと決めました。彼らの上品な仮面を剥がし、誇りに思う一層また一層の貴族都市を解体して、真実をすべての人に、雪原のすべての人に伝えたいのです……。,タルラ
name,然后我们决定自己的命运。,塔露拉,,,,そして私たち自身の運命を決めましょう。,タルラ
name,我们去开垦这片大地。我们建立自己的家园，谁不让我们这么做，我们就推翻他们。,塔露拉,,,,私たちはこの大地を切り開きます。自分たちの家を築きます。誰がそれを許さないなら、私たちはその者たちを倒します。,タルラ
name,这片大地本就有一部分是属于感染者的......就像这片大地的许多地方，本来就属于所有人。,塔露拉,,,,この大地の一部は元々感染者のものです……まるでこの大地の多くの場所が、元々すべての人のものだったように。,タルラ
