command,text,name,focus,image,name2,jp_text,jp_name
header,第四关（后）,,,,,,
background,,,,bg_indoor_n,,,
delay,,,,,,,
playmusic,,,,,,,
character,,avg_npc_037,,,,,
name,哈，哈......厉害！,雪怪小队成员A,,,,はぁ、はぁ……すごい！,イエティ小隊隊員A
character,,avg_npc_037,1,,char_1002_nsabr_1,,
name,击退那些穿黑雨披的了！你们，趁这个机会，赶紧走！,雪怪小队成员B,,,,黒いレインコートを着ている連中を撃退したぞ！君たち、今のうちに急いで行って！,イエティ小隊隊員B
character,,avg_npc_037,2,,char_1002_nsabr_1,,
name,谢谢！,整合运动成员,,,,ありがとう！,レユニオン隊員
character,,avg_npc_037,1,,char_1002_nsabr_1,,
name,别谢，有余力的话，最好能和我们一起战斗！,雪怪小队成员B,,,,礼はいらない、余力があるなら、一緒に戦ってくれると助かる！,イエティ小隊隊員B
character,,avg_npc_037,1,,avg_npc_037,,
name,你看到他从四层楼上荡下来，从我头顶上划过去那招吗？要不是我用背包里大姊的源石冻住了他的武器，我已经没了！,雪怪小队成员A,,,,あの人が四階から飛び降りて、俺の頭上をサッと駆け抜けたの見た？もし姉貴からもらったバックパックの源石で彼の武器を凍らせてなかったら、俺もうやられてたよ！,イエティ小隊隊員A
name,真厉害啊，感觉和乌萨斯的防毒面具军刀人一个意思了，不，可能更强！,雪怪小队成员A,,,,本当にすごいよな、ウルサスのガスマスク兵士と同じくらい……いや、もっと強いかも！,イエティ小隊隊員A
character,,avg_npc_037,2,,avg_npc_037,,
name,差点就没命，怎么还这么兴奋？你说的面具军刀可是乌萨斯皇帝内卫！我们那次也只是碰巧遇上五个！,雪怪小队成员B,,,,死にかけたのに、なんでそんなに興奮してるんだ？お前が言うマスクと剣の奴らはウルサス皇帝の親衛隊だろう？前に偶然五人に会ったことあるだけだぞ！,イエティ小隊隊員B
name,现在，你数得清有几个雨披吗？,雪怪小队成员B,,,,今、あのレインコートの奴ら何人いるか数え切れるか？,イエティ小隊隊員B
character,,avg_npc_037,1,,avg_npc_037,,
name,这说明我们比以前更厉害了？,雪怪小队成员A,,,,つまり、俺たち前より強くなったってこと？,イエティ小隊隊員A
character,,avg_npc_037,2,,avg_npc_037,,
name,现在不是开玩笑的时候，他们的战斗技巧和那身装备，肯定要一个城邦......甚至几个城邦的工业支持才能够成立。,雪怪小队成员B,,,,冗談言ってる場合じゃない。あいつらの戦闘技術と装備は、都市国家……いや、いくつかの都市国家の工業力がないと無理だぞ。,イエティ小隊隊員B
name,没其他小队的帮助，我们根本没可能击退他们，别说让他们减员了！,雪怪小队成员B,,,,他の部隊の助けがなければ、俺たちだけじゃあいつらを撃退するなんて不可能だ。減らすなんてとんでもない！,イエティ小隊隊員B
character,,avg_npc_037,1,,avg_npc_037,,
name,我就......就觉得自己还挺努力的嘛。,雪怪小队成员A,,,,俺は……ただ、けっこう頑張ってるって思いたかっただけなんだ。,イエティ小隊隊員A
character,,avg_npc_037,2,,avg_npc_037,,
name,但现在的事态明显超出我们的掌控范围了......我们也没法撑太长时间！,雪怪小队成员B,,,,でも、今の状況は明らかに俺たちの手に負えない……長くは持たないぞ！,イエティ小隊隊員B
character,,avg_npc_037,,,,,
name,安静！,雪怪小队成员C,,,,静かに！,イエティ小隊隊員C
character,,avg_npc_016,,,,,
name,报到。,幻影弩手,,,,到着しました。,ファントムクロスボウマン
character,,avg_npc_037,,,,,
name,大姊。这几位是......浮士德的队员。,雪怪小队成员C,,,,姉貴、この人たちは……ファウストの隊員です。,イエティ小隊隊員C
character,,char_1505_frstar_1,,,,,
